@relation res

@attribute algs {(svm)_opt,(svm),(knn)_opt,(knn),(mnb)_opt,(mnb),(rf)_opt,(rf),(mlp)_opt,(mlp),(svm_knn_mnb)_w_opt,(svm_knn_mnb)_opt,(svm_knn_mnb)_w,(svm_knn_mnb),(svm_knn_rf)_w_opt,(svm_knn_rf)_opt,(svm_knn_rf)_w,(svm_knn_rf),(svm_knn_mlp)_w_opt,(svm_knn_mlp)_opt,(svm_knn_mlp)_w,(svm_knn_mlp),(svm_mnb_rf)_w_opt,(svm_mnb_rf)_opt,(svm_mnb_rf)_w,(svm_mnb_rf),(svm_mnb_mlp)_w_opt,(svm_mnb_mlp)_opt,(svm_mnb_mlp)_w,(svm_mnb_mlp),(svm_rf_mlp)_w_opt,(svm_rf_mlp)_opt,(svm_rf_mlp)_w,(svm_rf_mlp),(knn_mnb_rf)_w_opt,(knn_mnb_rf)_opt,(knn_mnb_rf)_w,(knn_mnb_rf),(knn_mnb_mlp)_w_opt,(knn_mnb_mlp)_opt,(knn_mnb_mlp)_w,(knn_mnb_mlp),(knn_rf_mlp)_w_opt,(knn_rf_mlp)_opt,(knn_rf_mlp)_w,(knn_rf_mlp),(mnb_rf_mlp)_w_opt,(mnb_rf_mlp)_opt,(mnb_rf_mlp)_w,(mnb_rf_mlp),(svm_knn_mnb_rf_mlp)_w_opt,(svm_knn_mnb_rf_mlp)_opt,(svm_knn_mnb_rf_mlp)_w,(svm_knn_mnb_rf_mlp)}
@attribute dataset {student,contraceptive,autism,bankruptcy,breast_cancer,horse,hr,english,phishing,wine,congress,covertype,kidney,amazon}
@attribute weighted {False,True}
@attribute optimized {True,False}
@attribute accuracy numeric
@attribute precision numeric
@attribute recall numeric
@attribute fscore numeric
@attribute cv_mean numeric
@attribute cv_std numeric
@attribute runtime numeric

@data
(knn_mnb_rf)_w_opt,breast_cancer,True,True,0.97,0.97,0.96,0.97,0.95,0.02,0.84
(knn_mnb_rf)_opt,breast_cancer,False,True,0.96,0.97,0.95,0.96,0.96,0.02,0.59
(knn_mnb_rf)_w,breast_cancer,True,False,0.95,0.95,0.93,0.94,0.96,0.02,0.16
(knn_mnb_rf),breast_cancer,False,False,0.95,0.95,0.95,0.95,0.95,0.02,0.12
(knn_mnb_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.94,0.94,0.95,0.02,0.91
(knn_mnb_mlp)_opt,breast_cancer,False,True,0.98,0.98,0.97,0.98,0.96,0.02,0.33
(knn_mnb_mlp)_w,breast_cancer,True,False,0.98,0.97,0.98,0.98,0.95,0.02,0.92
(knn_mnb_mlp),breast_cancer,False,False,0.96,0.95,0.96,0.95,0.96,0.02,0.33
(knn_rf_mlp)_w_opt,breast_cancer,True,True,0.94,0.92,0.95,0.94,0.95,0.03,1.67
(knn_rf_mlp)_opt,breast_cancer,False,True,0.95,0.95,0.94,0.95,0.96,0.02,0.86
(knn_rf_mlp)_w,breast_cancer,True,False,0.93,0.91,0.93,0.92,0.95,0.02,1.02
(knn_rf_mlp),breast_cancer,False,False,0.96,0.96,0.96,0.96,0.95,0.02,0.39
(mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.94,0.92,0.94,0.93,0.96,0.02,1.64
(mnb_rf_mlp)_opt,breast_cancer,False,True,0.97,0.97,0.97,0.97,0.96,0.02,0.84
(mnb_rf_mlp)_w,breast_cancer,True,False,0.94,0.94,0.92,0.93,0.96,0.02,0.95
(mnb_rf_mlp),breast_cancer,False,False,0.93,0.93,0.92,0.93,0.95,0.03,0.38
(svm_knn_mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.96,0.96,0.96,0.96,0.95,0.02,1.7
(svm_knn_mnb_rf_mlp)_opt,breast_cancer,False,True,0.95,0.95,0.94,0.95,0.96,0.02,0.89
(svm_knn_mnb_rf_mlp)_w,breast_cancer,True,False,0.97,0.95,0.98,0.97,0.95,0.02,1.02
(svm_knn_mnb_rf_mlp),breast_cancer,False,False,0.96,0.96,0.95,0.96,0.96,0.02,0.41
(svm)_opt,horse,False,True,0.7,0.67,0.68,0.68,0.85,0.01,0.02
(svm),horse,False,False,0.78,0.72,0.71,0.72,0.85,0.02,0.01
(knn)_opt,horse,False,True,0.85,0.84,0.85,0.84,0.84,0.02,0.02
(knn),horse,False,False,0.8,0.76,0.78,0.77,0.84,0.01,0.02
(mnb)_opt,horse,False,True,0.82,0.84,0.79,0.8,0.86,0.01,0.01
(mnb),horse,False,False,0.88,0.86,0.84,0.85,0.85,0.02,0.01
(rf)_opt,horse,False,True,0.9,0.89,0.87,0.88,0.85,0.01,0.29
(rf),horse,False,False,0.8,0.82,0.75,0.76,0.86,0.02,0.04
(mlp)_opt,horse,False,True,0.83,0.85,0.83,0.83,0.86,0.02,0.18
(mlp),horse,False,False,0.87,0.85,0.85,0.85,0.85,0.02,0.18
(svm_knn_mnb)_w_opt,horse,True,True,0.83,0.87,0.81,0.82,0.85,0.01,0.05
(svm_knn_mnb)_opt,horse,False,True,0.87,0.83,0.83,0.83,0.85,0.01,0.03
(svm_knn_mnb)_w,horse,True,False,0.85,0.86,0.8,0.82,0.85,0.01,0.04
(svm_knn_mnb),horse,False,False,0.87,0.86,0.85,0.86,0.85,0.01,0.03
(svm_knn_rf)_w_opt,horse,True,True,0.9,0.91,0.87,0.88,0.85,0.01,0.55
(svm_knn_rf)_opt,horse,False,True,0.95,0.96,0.93,0.94,0.85,0.01,0.31
(svm_knn_rf)_w,horse,True,False,0.9,0.91,0.87,0.89,0.85,0.02,0.1
(svm_knn_rf),horse,False,False,0.78,0.76,0.74,0.75,0.85,0.02,0.06
(svm_knn_mlp)_w_opt,horse,True,True,0.83,0.83,0.82,0.82,0.86,0.01,0.46
(svm_knn_mlp)_opt,horse,False,True,0.88,0.87,0.89,0.88,0.85,0.01,0.2
(svm_knn_mlp)_w,horse,True,False,0.88,0.87,0.86,0.86,0.85,0.02,0.54
(svm_knn_mlp),horse,False,False,0.9,0.9,0.9,0.9,0.86,0.01,0.11
(svm_mnb_rf)_w_opt,horse,True,True,0.78,0.79,0.77,0.77,0.85,0.01,0.54
(svm_mnb_rf)_opt,horse,False,True,0.85,0.84,0.83,0.84,0.86,0.01,0.29
(svm_mnb_rf)_w,horse,True,False,0.87,0.87,0.84,0.85,0.85,0.01,0.08
(svm_mnb_rf),horse,False,False,0.83,0.82,0.81,0.82,0.85,0.01,0.05
(svm_mnb_mlp)_w_opt,horse,True,True,0.82,0.82,0.74,0.76,0.84,0.01,0.53
(svm_mnb_mlp)_opt,horse,False,True,0.87,0.84,0.87,0.85,0.86,0.01,0.15
(svm_mnb_mlp)_w,horse,True,False,0.8,0.79,0.79,0.79,0.85,0.02,0.44
(svm_mnb_mlp),horse,False,False,0.93,0.93,0.93,0.93,0.85,0.02,0.11
(svm_rf_mlp)_w_opt,horse,True,True,0.8,0.79,0.77,0.78,0.85,0.01,0.99
(svm_rf_mlp)_opt,horse,False,True,0.78,0.81,0.77,0.77,0.85,0,0.43
(svm_rf_mlp)_w,horse,True,False,0.9,0.88,0.91,0.89,0.85,0.02,0.58
(svm_rf_mlp),horse,False,False,0.87,0.86,0.87,0.86,0.85,0.02,0.15
(knn_mnb_rf)_w_opt,horse,True,True,0.87,0.83,0.8,0.81,0.85,0.01,0.54
(knn_mnb_rf)_opt,horse,False,True,0.87,0.85,0.83,0.84,0.85,0.01,0.3
(knn_mnb_rf)_w,horse,True,False,0.82,0.86,0.79,0.8,0.85,0.01,0.1
(knn_mnb_rf),horse,False,False,0.9,0.91,0.87,0.89,0.85,0.02,0.06
(knn_mnb_mlp)_w_opt,horse,True,True,0.88,0.9,0.85,0.87,0.85,0.02,0.47
(knn_mnb_mlp)_opt,horse,False,True,0.8,0.8,0.75,0.76,0.85,0.01,0.18
(knn_mnb_mlp)_w,horse,True,False,0.87,0.86,0.84,0.85,0.85,0.01,0.5
(knn_mnb_mlp),horse,False,False,0.83,0.83,0.79,0.8,0.85,0.02,0.14
(knn_rf_mlp)_w_opt,horse,True,True,0.85,0.82,0.81,0.81,0.84,0.01,0.95
(knn_rf_mlp)_opt,horse,False,True,0.88,0.88,0.85,0.86,0.85,0.01,0.38
(knn_rf_mlp)_w,horse,True,False,0.8,0.8,0.78,0.78,0.85,0.02,0.49
(knn_rf_mlp),horse,False,False,0.8,0.79,0.78,0.78,0.86,0.01,0.16
(mnb_rf_mlp)_w_opt,horse,True,True,0.8,0.79,0.78,0.78,0.85,0.02,0.97
(mnb_rf_mlp)_opt,horse,False,True,0.88,0.87,0.86,0.86,0.85,0.02,0.38
(mnb_rf_mlp)_w,horse,True,False,0.87,0.84,0.82,0.83,0.85,0.02,0.53
(mnb_rf_mlp),horse,False,False,0.87,0.84,0.84,0.84,0.85,0.01,0.14
(svm_knn_mnb_rf_mlp)_w_opt,horse,True,True,0.92,0.92,0.89,0.91,0.85,0.01,1.07
(svm_knn_mnb_rf_mlp)_opt,horse,False,True,0.92,0.9,0.91,0.91,0.85,0.01,0.47
(svm_knn_mnb_rf_mlp)_w,horse,True,False,0.8,0.81,0.8,0.8,0.85,0.02,0.59
(svm_knn_mnb_rf_mlp),horse,False,False,0.88,0.88,0.87,0.87,0.85,0.02,0.17
(svm)_opt,hr,False,True,0.95,0.94,0.95,0.94,0.97,0,0.1
(svm),hr,False,False,0.76,0.88,0.58,0.57,0.96,0,0.06
(knn)_opt,hr,False,True,0.94,0.92,0.93,0.92,0.96,0,0.11
(knn),hr,False,False,0.94,0.91,0.94,0.92,0.96,0,0.11
(mnb)_opt,hr,False,True,0.72,0.36,0.5,0.42,0.96,0,0.02
(mnb),hr,False,False,0.76,0.38,0.5,0.43,0.96,0,0.02
(rf)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0,1.48
(rf),hr,False,False,0.97,0.97,0.94,0.95,0.97,0,0.2
(mlp)_opt,hr,False,True,0.95,0.93,0.93,0.93,0.96,0,0.79
(mlp),hr,False,False,0.97,0.96,0.97,0.96,0.96,0,0.78
(svm_knn_mnb)_w_opt,hr,True,True,0.94,0.92,0.91,0.91,0.96,0,0.34
(svm_knn_mnb)_opt,hr,False,True,0.95,0.95,0.92,0.94,0.96,0,0.23
(svm_knn_mnb)_w,hr,True,False,0.79,0.87,0.61,0.61,0.96,0,0.26
(svm_knn_mnb),hr,False,False,0.83,0.87,0.63,0.65,0.97,0,0.18
(svm_knn_rf)_w_opt,hr,True,True,0.97,0.96,0.95,0.96,0.96,0,2.27
(svm_knn_rf)_opt,hr,False,True,0.96,0.95,0.95,0.95,0.96,0,1.67
(svm_knn_rf)_w,hr,True,False,0.96,0.95,0.95,0.95,0.96,0,0.52
(svm_knn_rf),hr,False,False,0.96,0.97,0.94,0.95,0.96,0,0.36
(svm_knn_mlp)_w_opt,hr,True,True,0.94,0.91,0.93,0.92,0.96,0,2.79
(svm_knn_mlp)_opt,hr,False,True,0.96,0.95,0.95,0.95,0.96,0,1
(svm_knn_mlp)_w,hr,True,False,0.94,0.94,0.92,0.93,0.97,0,2.62
(svm_knn_mlp),hr,False,False,0.97,0.96,0.96,0.96,0.96,0,0.96
(svm_mnb_rf)_w_opt,hr,True,True,0.98,0.98,0.96,0.97,0.96,0,2.09
(svm_mnb_rf)_opt,hr,False,True,0.96,0.97,0.93,0.95,0.96,0,1.61
(svm_mnb_rf)_w,hr,True,False,0.84,0.92,0.65,0.68,0.96,0,0.41
(svm_mnb_rf),hr,False,False,0.81,0.9,0.62,0.63,0.96,0,0.28
(svm_mnb_mlp)_w_opt,hr,True,True,0.97,0.97,0.96,0.96,0.96,0,2.84
(svm_mnb_mlp)_opt,hr,False,True,0.96,0.95,0.92,0.94,0.96,0,0.88
(svm_mnb_mlp)_w,hr,True,False,0.81,0.88,0.61,0.63,0.96,0,2.52
(svm_mnb_mlp),hr,False,False,0.78,0.88,0.6,0.6,0.96,0.01,0.85
(svm_rf_mlp)_w_opt,hr,True,True,0.95,0.95,0.94,0.94,0.96,0,4.43
(svm_rf_mlp)_opt,hr,False,True,0.96,0.96,0.94,0.95,0.96,0,2.37
(svm_rf_mlp)_w,hr,True,False,0.96,0.97,0.94,0.95,0.96,0,2.81
(svm_rf_mlp),hr,False,False,0.97,0.97,0.93,0.95,0.96,0,0.98
(knn_mnb_rf)_w_opt,hr,True,True,0.96,0.96,0.92,0.94,0.96,0,1.98
(knn_mnb_rf)_opt,hr,False,True,0.98,0.98,0.97,0.97,0.96,0,1.6
(knn_mnb_rf)_w,hr,True,False,0.96,0.98,0.93,0.95,0.96,0,0.39
(knn_mnb_rf),hr,False,False,0.97,0.97,0.94,0.95,0.96,0,0.32
(knn_mnb_mlp)_w_opt,hr,True,True,0.96,0.96,0.93,0.94,0.96,0,2.54
(knn_mnb_mlp)_opt,hr,False,True,0.96,0.96,0.93,0.94,0.97,0,0.91
(knn_mnb_mlp)_w,hr,True,False,0.96,0.96,0.94,0.95,0.96,0,2.55
(knn_mnb_mlp),hr,False,False,0.96,0.95,0.95,0.95,0.96,0,0.91
(knn_rf_mlp)_w_opt,hr,True,True,0.95,0.93,0.93,0.93,0.96,0,4.31
(knn_rf_mlp)_opt,hr,False,True,0.96,0.94,0.95,0.94,0.96,0,2.37
(knn_rf_mlp)_w,hr,True,False,0.96,0.95,0.94,0.94,0.97,0,2.8
(knn_rf_mlp),hr,False,False,0.95,0.96,0.93,0.94,0.96,0,1.09
(mnb_rf_mlp)_w_opt,hr,True,True,0.97,0.98,0.94,0.96,0.97,0,4.24
(mnb_rf_mlp)_opt,hr,False,True,0.96,0.98,0.93,0.95,0.96,0,2.39
(mnb_rf_mlp)_w,hr,True,False,0.98,0.98,0.96,0.97,0.96,0,2.7
(mnb_rf_mlp),hr,False,False,0.97,0.98,0.95,0.97,0.96,0,1.02
(svm_knn_mnb_rf_mlp)_w_opt,hr,True,True,0.96,0.96,0.94,0.95,0.96,0,4.54
(svm_knn_mnb_rf_mlp)_opt,hr,False,True,0.97,0.97,0.96,0.96,0.96,0,2.5
(svm_knn_mnb_rf_mlp)_w,hr,True,False,0.97,0.98,0.94,0.96,0.96,0,2.91
(svm_knn_mnb_rf_mlp),hr,False,False,0.97,0.98,0.93,0.95,0.96,0,1.15
(svm)_opt,english,False,True,0.61,0.59,0.6,0.58,0.54,0.07,0.02
(svm),english,False,False,0.42,0.61,0.48,0.42,0.53,0.06,0.01
(knn)_opt,english,False,True,0.71,0.71,0.72,0.71,0.53,0.06,0.01
(knn),english,False,False,0.52,0.54,0.52,0.52,0.51,0.07,0.02
(mnb)_opt,english,False,True,0.19,0.25,0.22,0.19,0.51,0.05,0
(mnb),english,False,False,0.39,0.36,0.43,0.36,0.51,0.08,0.01
(rf)_opt,english,False,True,0.61,0.65,0.62,0.61,0.52,0.07,0.18
(rf),english,False,False,0.71,0.71,0.71,0.71,0.53,0.08,0.03
(mlp)_opt,english,False,True,0.61,0.6,0.61,0.6,0.52,0.06,0.09
(mlp),english,False,False,0.52,0.56,0.58,0.51,0.54,0.06,0.1
(svm_knn_mnb)_w_opt,english,True,True,0.52,0.54,0.54,0.51,0.53,0.08,0.03
(svm_knn_mnb)_opt,english,False,True,0.65,0.68,0.63,0.63,0.53,0.05,0.02
(svm_knn_mnb)_w,english,True,False,0.45,0.51,0.48,0.46,0.54,0.07,0.03
(svm_knn_mnb),english,False,False,0.48,0.51,0.48,0.48,0.51,0.07,0.02
(svm_knn_rf)_w_opt,english,True,True,0.68,0.71,0.68,0.67,0.55,0.06,0.42
(svm_knn_rf)_opt,english,False,True,0.74,0.74,0.77,0.74,0.5,0.05,0.2
(svm_knn_rf)_w,english,True,False,0.58,0.53,0.56,0.54,0.55,0.06,0.07
(svm_knn_rf),english,False,False,0.58,0.61,0.65,0.56,0.54,0.06,0.04
(svm_knn_mlp)_w_opt,english,True,True,0.55,0.57,0.56,0.53,0.55,0.08,0.33
(svm_knn_mlp)_opt,english,False,True,0.55,0.54,0.55,0.54,0.54,0.06,0.11
(svm_knn_mlp)_w,english,True,False,0.68,0.69,0.65,0.66,0.55,0.08,0.33
(svm_knn_mlp),english,False,False,0.52,0.56,0.53,0.52,0.54,0.06,0.1
(svm_mnb_rf)_w_opt,english,True,True,0.68,0.7,0.7,0.67,0.51,0.05,0.41
(svm_mnb_rf)_opt,english,False,True,0.68,0.66,0.67,0.66,0.52,0.05,0.18
(svm_mnb_rf)_w,english,True,False,0.42,0.52,0.42,0.42,0.56,0.07,0.06
(svm_mnb_rf),english,False,False,0.58,0.57,0.59,0.56,0.52,0.07,0.03
(svm_mnb_mlp)_w_opt,english,True,True,0.61,0.62,0.6,0.6,0.53,0.07,0.36
(svm_mnb_mlp)_opt,english,False,True,0.71,0.73,0.72,0.72,0.51,0.08,0.1
(svm_mnb_mlp)_w,english,True,False,0.39,0.4,0.42,0.37,0.55,0.06,0.36
(svm_mnb_mlp),english,False,False,0.42,0.55,0.44,0.42,0.51,0.07,0.14
(svm_rf_mlp)_w_opt,english,True,True,0.58,0.65,0.73,0.57,0.53,0.07,0.72
(svm_rf_mlp)_opt,english,False,True,0.52,0.57,0.52,0.52,0.52,0.06,0.27
(svm_rf_mlp)_w,english,True,False,0.55,0.55,0.55,0.54,0.55,0.08,0.39
(svm_rf_mlp),english,False,False,0.45,0.48,0.43,0.45,0.53,0.06,0.13
(knn_mnb_rf)_w_opt,english,True,True,0.52,0.52,0.54,0.52,0.55,0.05,0.49
(knn_mnb_rf)_opt,english,False,True,0.74,0.75,0.76,0.73,0.53,0.06,0.22
(knn_mnb_rf)_w,english,True,False,0.48,0.48,0.48,0.47,0.53,0.06,0.08
(knn_mnb_rf),english,False,False,0.42,0.49,0.44,0.42,0.51,0.07,0.04
(knn_mnb_mlp)_w_opt,english,True,True,0.42,0.38,0.47,0.37,0.55,0.05,0.36
(knn_mnb_mlp)_opt,english,False,True,0.45,0.46,0.46,0.44,0.54,0.06,0.1
(knn_mnb_mlp)_w,english,True,False,0.58,0.56,0.57,0.56,0.54,0.07,0.33
(knn_mnb_mlp),english,False,False,0.45,0.49,0.46,0.46,0.52,0.05,0.1
(knn_rf_mlp)_w_opt,english,True,True,0.74,0.76,0.74,0.73,0.54,0.08,0.75
(knn_rf_mlp)_opt,english,False,True,0.68,0.67,0.68,0.67,0.54,0.06,0.29
(knn_rf_mlp)_w,english,True,False,0.48,0.49,0.51,0.48,0.55,0.05,0.38
(knn_rf_mlp),english,False,False,0.61,0.65,0.61,0.6,0.53,0.07,0.12
(mnb_rf_mlp)_w_opt,english,True,True,0.61,0.66,0.65,0.61,0.56,0.07,0.73
(mnb_rf_mlp)_opt,english,False,True,0.58,0.63,0.58,0.59,0.54,0.06,0.27
(mnb_rf_mlp)_w,english,True,False,0.52,0.53,0.52,0.5,0.53,0.07,0.37
(mnb_rf_mlp),english,False,False,0.65,0.65,0.64,0.65,0.51,0.05,0.12
(svm_knn_mnb_rf_mlp)_w_opt,english,True,True,0.55,0.55,0.58,0.54,0.56,0.07,0.76
(svm_knn_mnb_rf_mlp)_opt,english,False,True,0.77,0.86,0.79,0.78,0.52,0.07,0.29
(svm_knn_mnb_rf_mlp)_w,english,True,False,0.58,0.6,0.6,0.58,0.55,0.07,0.45
(svm_knn_mnb_rf_mlp),english,False,False,0.45,0.43,0.43,0.43,0.54,0.07,0.13
(svm)_opt,phishing,False,True,0.89,0.85,0.91,0.87,0.86,0.02,0.11
(svm),phishing,False,False,0.84,0.56,0.6,0.58,0.86,0.02,0.03
(knn)_opt,phishing,False,True,0.86,0.83,0.8,0.81,0.86,0.01,0.08
(knn),phishing,False,False,0.84,0.76,0.73,0.74,0.85,0.01,0.07
(mnb)_opt,phishing,False,True,0.73,0.51,0.5,0.49,0.86,0.02,0.01
(mnb),phishing,False,False,0.72,0.49,0.49,0.48,0.86,0.02,0.01
(rf)_opt,phishing,False,True,0.89,0.84,0.9,0.87,0.86,0.02,1.13
(rf),phishing,False,False,0.88,0.89,0.85,0.87,0.85,0.02,0.14
(mlp)_opt,phishing,False,True,0.85,0.77,0.71,0.72,0.86,0.01,0.63
(mlp),phishing,False,False,0.84,0.75,0.66,0.68,0.86,0.02,0.62
(svm_knn_mnb)_w_opt,phishing,True,True,0.87,0.87,0.83,0.85,0.86,0.02,0.29
(svm_knn_mnb)_opt,phishing,False,True,0.88,0.89,0.8,0.83,0.86,0.01,0.21
(svm_knn_mnb)_w,phishing,True,False,0.87,0.75,0.65,0.67,0.86,0.01,0.16
(svm_knn_mnb),phishing,False,False,0.84,0.56,0.62,0.59,0.86,0.02,0.11
(svm_knn_rf)_w_opt,phishing,True,True,0.89,0.86,0.86,0.86,0.86,0.01,1.59
(svm_knn_rf)_opt,phishing,False,True,0.92,0.89,0.82,0.85,0.86,0.01,1.17
(svm_knn_rf)_w,phishing,True,False,0.86,0.84,0.77,0.8,0.86,0.02,0.32
(svm_knn_rf),phishing,False,False,0.89,0.89,0.76,0.8,0.86,0.02,0.24
(svm_knn_mlp)_w_opt,phishing,True,True,0.92,0.9,0.89,0.89,0.86,0.02,2.2
(svm_knn_mlp)_opt,phishing,False,True,0.9,0.87,0.82,0.84,0.86,0.02,0.79
(svm_knn_mlp)_w,phishing,True,False,0.84,0.85,0.69,0.72,0.86,0.01,2
(svm_knn_mlp),phishing,False,False,0.84,0.73,0.67,0.69,0.86,0.01,0.72
(svm_mnb_rf)_w_opt,phishing,True,True,0.89,0.84,0.85,0.84,0.86,0.02,1.51
(svm_mnb_rf)_opt,phishing,False,True,0.89,0.87,0.79,0.82,0.86,0.01,1.15
(svm_mnb_rf)_w,phishing,True,False,0.89,0.93,0.72,0.76,0.86,0.02,0.26
(svm_mnb_rf),phishing,False,False,0.83,0.56,0.6,0.58,0.86,0.02,0.18
(svm_mnb_mlp)_w_opt,phishing,True,True,0.89,0.87,0.84,0.85,0.86,0.01,2.04
(svm_mnb_mlp)_opt,phishing,False,True,0.9,0.85,0.79,0.81,0.85,0.01,0.71
(svm_mnb_mlp)_w,phishing,True,False,0.84,0.56,0.6,0.58,0.86,0.01,1.92
(svm_mnb_mlp),phishing,False,False,0.82,0.55,0.58,0.56,0.86,0.01,0.66
(svm_rf_mlp)_w_opt,phishing,True,True,0.9,0.91,0.84,0.87,0.86,0.01,3.33
(svm_rf_mlp)_opt,phishing,False,True,0.92,0.93,0.88,0.9,0.86,0.02,1.74
(svm_rf_mlp)_w,phishing,True,False,0.83,0.79,0.69,0.72,0.86,0.01,2.1
(svm_rf_mlp),phishing,False,False,0.89,0.83,0.77,0.79,0.86,0.01,0.79
(knn_mnb_rf)_w_opt,phishing,True,True,0.87,0.89,0.84,0.86,0.86,0.01,1.4
(knn_mnb_rf)_opt,phishing,False,True,0.86,0.82,0.73,0.76,0.86,0.02,1.1
(knn_mnb_rf)_w,phishing,True,False,0.9,0.87,0.83,0.84,0.86,0.01,0.27
(knn_mnb_rf),phishing,False,False,0.88,0.87,0.79,0.82,0.86,0.02,0.22
(knn_mnb_mlp)_w_opt,phishing,True,True,0.85,0.7,0.64,0.64,0.86,0.01,1.93
(knn_mnb_mlp)_opt,phishing,False,True,0.9,0.85,0.73,0.76,0.86,0.02,0.72
(knn_mnb_mlp)_w,phishing,True,False,0.85,0.76,0.69,0.71,0.86,0.01,1.95
(knn_mnb_mlp),phishing,False,False,0.86,0.91,0.68,0.71,0.86,0.02,0.72
(knn_rf_mlp)_w_opt,phishing,True,True,0.89,0.87,0.86,0.87,0.85,0.01,3.22
(knn_rf_mlp)_opt,phishing,False,True,0.88,0.83,0.81,0.82,0.86,0.02,1.8
(knn_rf_mlp)_w,phishing,True,False,0.88,0.84,0.77,0.8,0.86,0.01,2.1
(knn_rf_mlp),phishing,False,False,0.9,0.87,0.82,0.84,0.86,0.02,0.83
(mnb_rf_mlp)_w_opt,phishing,True,True,0.89,0.89,0.77,0.81,0.86,0.01,3.15
(mnb_rf_mlp)_opt,phishing,False,True,0.88,0.92,0.74,0.79,0.86,0.01,1.69
(mnb_rf_mlp)_w,phishing,True,False,0.89,0.87,0.79,0.82,0.86,0.01,2.05
(mnb_rf_mlp),phishing,False,False,0.84,0.79,0.68,0.7,0.86,0.02,0.77
(svm_knn_mnb_rf_mlp)_w_opt,phishing,True,True,0.9,0.89,0.85,0.87,0.86,0.01,3.44
(svm_knn_mnb_rf_mlp)_opt,phishing,False,True,0.91,0.84,0.87,0.85,0.86,0.02,1.8
(svm_knn_mnb_rf_mlp)_w,phishing,True,False,0.87,0.91,0.71,0.75,0.86,0.01,2.17
(svm_knn_mnb_rf_mlp),phishing,False,False,0.86,0.8,0.7,0.73,0.86,0.01,0.87
(svm)_opt,wine,False,True,0.63,0.3,0.29,0.29,0.57,0.04,0.18
(svm),wine,False,False,0.58,0.19,0.23,0.21,0.58,0.04,0.08
(knn)_opt,wine,False,True,0.67,0.38,0.37,0.37,0.57,0.04,0.09
(knn),wine,False,False,0.56,0.29,0.27,0.27,0.57,0.04,0.09
(mnb)_opt,wine,False,True,0.59,0.19,0.23,0.21,0.58,0.04,0.02
(mnb),wine,False,False,0.53,0.17,0.21,0.18,0.56,0.03,0.02
(rf)_opt,wine,False,True,0.72,0.35,0.35,0.35,0.57,0.04,1.29
(rf),wine,False,False,0.67,0.35,0.33,0.33,0.58,0.04,0.17
(mlp)_opt,wine,False,True,0.62,0.3,0.28,0.28,0.57,0.04,0.41
(mlp),wine,False,False,0.64,0.3,0.3,0.29,0.57,0.03,0.42
(svm_knn_mnb)_w_opt,wine,True,True,0.6,0.33,0.28,0.29,0.58,0.03,0.49
(svm_knn_mnb)_opt,wine,False,True,0.57,0.27,0.26,0.26,0.57,0.04,0.28
(svm_knn_mnb)_w,wine,True,False,0.56,0.18,0.22,0.2,0.58,0.03,0.29
(svm_knn_mnb),wine,False,False,0.6,0.2,0.24,0.22,0.58,0.04,0.17
(svm_knn_rf)_w_opt,wine,True,True,0.67,0.34,0.32,0.32,0.58,0.04,2.25
(svm_knn_rf)_opt,wine,False,True,0.72,0.55,0.4,0.43,0.57,0.04,1.56
(svm_knn_rf)_w,wine,True,False,0.66,0.33,0.31,0.31,0.56,0.03,0.5
(svm_knn_rf),wine,False,False,0.59,0.32,0.29,0.29,0.58,0.03,0.33
(svm_knn_mlp)_w_opt,wine,True,True,0.58,0.36,0.28,0.29,0.57,0.03,2.04
(svm_knn_mlp)_opt,wine,False,True,0.66,0.31,0.3,0.3,0.57,0.03,0.93
(svm_knn_mlp)_w,wine,True,False,0.6,0.28,0.26,0.25,0.57,0.03,2.03
(svm_knn_mlp),wine,False,False,0.62,0.31,0.27,0.28,0.57,0.03,0.81
(svm_mnb_rf)_w_opt,wine,True,True,0.61,0.34,0.29,0.3,0.56,0.04,2.17
(svm_mnb_rf)_opt,wine,False,True,0.59,0.33,0.27,0.28,0.57,0.03,1.46
(svm_mnb_rf)_w,wine,True,False,0.61,0.37,0.26,0.25,0.58,0.04,0.41
(svm_mnb_rf),wine,False,False,0.56,0.19,0.23,0.2,0.57,0.04,0.26
(svm_mnb_mlp)_w_opt,wine,True,True,0.59,0.3,0.26,0.26,0.58,0.04,2.1
(svm_mnb_mlp)_opt,wine,False,True,0.57,0.32,0.26,0.26,0.58,0.04,0.79
(svm_mnb_mlp)_w,wine,True,False,0.51,0.21,0.25,0.23,0.57,0.04,1.98
(svm_mnb_mlp),wine,False,False,0.57,0.18,0.22,0.2,0.58,0.03,0.81
(svm_rf_mlp)_w_opt,wine,True,True,0.62,0.31,0.29,0.29,0.57,0.04,4.07
(svm_rf_mlp)_opt,wine,False,True,0.63,0.3,0.28,0.28,0.57,0.03,2.28
(svm_rf_mlp)_w,wine,True,False,0.57,0.28,0.26,0.25,0.58,0.04,2.03
(svm_rf_mlp),wine,False,False,0.55,0.29,0.24,0.24,0.57,0.04,0.68
