algs,dataset,weighted,optimized,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
(knn_mnb_rf)_w_opt,english,True,True,0.77,0.78,0.78,0.76,0.53,0.08,0.43
(knn_mnb_rf)_opt,english,False,True,0.55,0.60,0.60,0.54,0.53,0.06,0.19
(knn_mnb_rf)_w,english,True,False,0.42,0.42,0.42,0.41,0.53,0.07,0.07
(knn_mnb_rf),english,False,False,0.35,0.42,0.38,0.36,0.52,0.05,0.04
(knn_mnb_mlp)_w_opt,english,True,True,0.55,0.59,0.58,0.54,0.54,0.05,0.33
(knn_mnb_mlp)_opt,english,False,True,0.42,0.44,0.43,0.40,0.52,0.07,0.10
(knn_mnb_mlp)_w,english,True,False,0.39,0.44,0.39,0.37,0.55,0.05,0.32
(knn_mnb_mlp),english,False,False,0.45,0.42,0.44,0.43,0.51,0.07,0.10
(knn_rf_mlp)_w_opt,english,True,True,0.71,0.72,0.77,0.72,0.51,0.07,0.72
(knn_rf_mlp)_opt,english,False,True,0.61,0.60,0.63,0.61,0.53,0.06,0.28
(knn_rf_mlp)_w,english,True,False,0.71,0.70,0.71,0.68,0.53,0.07,0.37
(knn_rf_mlp),english,False,False,0.58,0.61,0.60,0.59,0.53,0.06,0.12
(mnb_rf_mlp)_w_opt,english,True,True,0.58,0.64,0.64,0.58,0.55,0.07,0.73
(mnb_rf_mlp)_opt,english,False,True,0.58,0.59,0.56,0.57,0.53,0.08,0.30
(mnb_rf_mlp)_w,english,True,False,0.45,0.62,0.60,0.43,0.53,0.04,0.37
(mnb_rf_mlp),english,False,False,0.52,0.51,0.55,0.51,0.51,0.06,0.11
(svm_knn_mnb_rf_mlp)_w_opt,english,True,True,0.52,0.54,0.59,0.52,0.54,0.05,0.73
(svm_knn_mnb_rf_mlp)_opt,english,False,True,0.52,0.54,0.54,0.51,0.52,0.05,0.28
(svm_knn_mnb_rf_mlp)_w,english,True,False,0.48,0.55,0.48,0.48,0.55,0.06,0.38
(svm_knn_mnb_rf_mlp),english,False,False,0.65,0.72,0.68,0.65,0.53,0.06,0.13
(svm)_opt,phishing,False,True,0.87,0.82,0.82,0.82,0.86,0.02,0.08
(svm),phishing,False,False,0.83,0.55,0.60,0.57,0.86,0.02,0.03
(knn)_opt,phishing,False,True,0.87,0.88,0.84,0.86,0.86,0.02,0.08
(knn),phishing,False,False,0.85,0.81,0.78,0.79,0.86,0.02,0.07
(mnb)_opt,phishing,False,True,0.76,0.52,0.53,0.52,0.86,0.02,0.01
(mnb),phishing,False,False,0.71,0.49,0.50,0.48,0.86,0.02,0.01
(rf)_opt,phishing,False,True,0.89,0.88,0.88,0.88,0.86,0.02,1.01
(rf),phishing,False,False,0.92,0.90,0.94,0.91,0.86,0.02,0.14
(mlp)_opt,phishing,False,True,0.86,0.82,0.77,0.79,0.86,0.02,0.64
(mlp),phishing,False,False,0.82,0.73,0.67,0.68,0.85,0.02,0.64
(svm_knn_mnb)_w_opt,phishing,True,True,0.90,0.83,0.85,0.84,0.86,0.01,0.29
(svm_knn_mnb)_opt,phishing,False,True,0.84,0.82,0.75,0.78,0.86,0.01,0.16
(svm_knn_mnb)_w,phishing,True,False,0.85,0.90,0.68,0.69,0.86,0.02,0.16
(svm_knn_mnb),phishing,False,False,0.85,0.57,0.61,0.58,0.86,0.01,0.11
(svm_knn_rf)_w_opt,phishing,True,True,0.89,0.88,0.86,0.87,0.87,0.01,1.65
(svm_knn_rf)_opt,phishing,False,True,0.89,0.89,0.86,0.87,0.86,0.02,1.18
(svm_knn_rf)_w,phishing,True,False,0.87,0.82,0.72,0.74,0.86,0.01,0.31
(svm_knn_rf),phishing,False,False,0.87,0.84,0.76,0.79,0.86,0.01,0.25
(svm_knn_mlp)_w_opt,phishing,True,True,0.87,0.86,0.81,0.83,0.86,0.01,2.14
(svm_knn_mlp)_opt,phishing,False,True,0.90,0.85,0.85,0.85,0.86,0.02,0.85
(svm_knn_mlp)_w,phishing,True,False,0.86,0.80,0.67,0.70,0.86,0.02,1.97
(svm_knn_mlp),phishing,False,False,0.86,0.85,0.70,0.73,0.86,0.02,0.75
(svm_mnb_rf)_w_opt,phishing,True,True,0.89,0.89,0.84,0.86,0.86,0.01,1.53
(svm_mnb_rf)_opt,phishing,False,True,0.90,0.88,0.85,0.86,0.86,0.02,1.19
(svm_mnb_rf)_w,phishing,True,False,0.87,0.87,0.71,0.76,0.86,0.02,0.26
(svm_mnb_rf),phishing,False,False,0.83,0.56,0.59,0.57,0.86,0.01,0.18
(svm_mnb_mlp)_w_opt,phishing,True,True,0.87,0.76,0.73,0.75,0.86,0.02,2.10
(svm_mnb_mlp)_opt,phishing,False,True,0.85,0.86,0.70,0.73,0.86,0.01,0.73
(svm_mnb_mlp)_w,phishing,True,False,0.85,0.70,0.64,0.64,0.86,0.01,1.97
(svm_mnb_mlp),phishing,False,False,0.87,0.59,0.63,0.61,0.86,0.02,0.68
(svm_rf_mlp)_w_opt,phishing,True,True,0.90,0.93,0.85,0.88,0.86,0.02,3.36
(svm_rf_mlp)_opt,phishing,False,True,0.91,0.86,0.89,0.87,0.86,0.02,1.73
(svm_rf_mlp)_w,phishing,True,False,0.87,0.80,0.76,0.78,0.86,0.01,2.22
(svm_rf_mlp),phishing,False,False,0.84,0.83,0.66,0.68,0.85,0.01,0.81
(knn_mnb_rf)_w_opt,phishing,True,True,0.89,0.86,0.81,0.83,0.86,0.01,1.41
(knn_mnb_rf)_opt,phishing,False,True,0.87,0.87,0.82,0.84,0.86,0.02,1.09
(knn_mnb_rf)_w,phishing,True,False,0.91,0.89,0.88,0.89,0.86,0.01,0.27
(knn_mnb_rf),phishing,False,False,0.90,0.88,0.73,0.77,0.86,0.02,0.22
(knn_mnb_mlp)_w_opt,phishing,True,True,0.89,0.87,0.79,0.82,0.86,0.01,2.02
(knn_mnb_mlp)_opt,phishing,False,True,0.82,0.89,0.63,0.66,0.86,0.02,0.72
(knn_mnb_mlp)_w,phishing,True,False,0.83,0.79,0.68,0.69,0.86,0.00,1.96
(knn_mnb_mlp),phishing,False,False,0.85,0.79,0.64,0.64,0.86,0.01,0.70
(knn_rf_mlp)_w_opt,phishing,True,True,0.87,0.85,0.85,0.85,0.87,0.01,3.26
(knn_rf_mlp)_opt,phishing,False,True,0.90,0.90,0.91,0.90,0.86,0.02,1.73
(knn_rf_mlp)_w,phishing,True,False,0.88,0.87,0.77,0.80,0.86,0.01,2.12
(knn_rf_mlp),phishing,False,False,0.86,0.83,0.75,0.77,0.86,0.01,0.83
(mnb_rf_mlp)_w_opt,phishing,True,True,0.87,0.84,0.79,0.81,0.86,0.01,3.19
(mnb_rf_mlp)_opt,phishing,False,True,0.88,0.78,0.71,0.73,0.86,0.02,1.68
(mnb_rf_mlp)_w,phishing,True,False,0.88,0.88,0.74,0.77,0.86,0.02,2.09
(mnb_rf_mlp),phishing,False,False,0.88,0.87,0.72,0.76,0.86,0.01,0.78
(svm_knn_mnb_rf_mlp)_w_opt,phishing,True,True,0.92,0.87,0.87,0.87,0.87,0.01,3.55
(svm_knn_mnb_rf_mlp)_opt,phishing,False,True,0.89,0.87,0.84,0.86,0.86,0.02,1.90
(svm_knn_mnb_rf_mlp)_w,phishing,True,False,0.86,0.77,0.72,0.74,0.86,0.02,2.21
(svm_knn_mnb_rf_mlp),phishing,False,False,0.86,0.86,0.70,0.73,0.86,0.02,0.86
(svm)_opt,wine,False,True,0.61,0.29,0.29,0.29,0.57,0.04,0.18
(svm),wine,False,False,0.55,0.18,0.22,0.20,0.58,0.04,0.08
(knn)_opt,wine,False,True,0.62,0.51,0.38,0.40,0.57,0.04,0.10
(knn),wine,False,False,0.61,0.35,0.36,0.36,0.58,0.03,0.10
(mnb)_opt,wine,False,True,0.53,0.17,0.22,0.19,0.57,0.04,0.02
(mnb),wine,False,False,0.57,0.19,0.22,0.20,0.57,0.03,0.02
(rf)_opt,wine,False,True,0.67,0.49,0.36,0.37,0.56,0.04,1.29
(rf),wine,False,False,0.66,0.32,0.31,0.31,0.57,0.03,0.18
(mlp)_opt,wine,False,True,0.62,0.28,0.28,0.28,0.58,0.04,0.70
(mlp),wine,False,False,0.62,0.32,0.29,0.30,0.57,0.04,0.44
(svm_knn_mnb)_w_opt,wine,True,True,0.57,0.29,0.26,0.25,0.58,0.04,0.48
(svm_knn_mnb)_opt,wine,False,True,0.64,0.34,0.30,0.30,0.57,0.04,0.27
(svm_knn_mnb)_w,wine,True,False,0.60,0.24,0.28,0.26,0.57,0.03,0.29
(svm_knn_mnb),wine,False,False,0.56,0.18,0.22,0.20,0.57,0.03,0.18
(svm_knn_rf)_w_opt,wine,True,True,0.69,0.52,0.38,0.40,0.56,0.03,2.28
(svm_knn_rf)_opt,wine,False,True,0.74,0.55,0.38,0.40,0.57,0.04,1.58
(svm_knn_rf)_w,wine,True,False,0.65,0.34,0.29,0.30,0.57,0.03,0.50
(svm_knn_rf),wine,False,False,0.61,0.41,0.30,0.31,0.57,0.04,0.34
(svm_knn_mlp)_w_opt,wine,True,True,0.61,0.30,0.28,0.28,0.58,0.04,2.34
(svm_knn_mlp)_opt,wine,False,True,0.63,0.32,0.31,0.31,0.56,0.03,0.95
(svm_knn_mlp)_w,wine,True,False,0.59,0.28,0.26,0.25,0.58,0.04,1.82
(svm_knn_mlp),wine,False,False,0.60,0.31,0.28,0.28,0.57,0.04,0.80
(svm_mnb_rf)_w_opt,wine,True,True,0.64,0.41,0.35,0.36,0.58,0.04,2.19
(svm_mnb_rf)_opt,wine,False,True,0.60,0.33,0.29,0.29,0.56,0.04,1.52
(svm_mnb_rf)_w,wine,True,False,0.57,0.31,0.25,0.23,0.57,0.03,0.41
(svm_mnb_rf),wine,False,False,0.56,0.35,0.25,0.24,0.57,0.03,0.26
(svm_mnb_mlp)_w_opt,wine,True,True,0.59,0.33,0.26,0.26,0.57,0.03,2.08
(svm_mnb_mlp)_opt,wine,False,True,0.63,0.32,0.28,0.28,0.57,0.04,0.75
(svm_mnb_mlp)_w,wine,True,False,0.56,0.18,0.23,0.20,0.58,0.04,2.17
(svm_mnb_mlp),wine,False,False,0.51,0.17,0.21,0.18,0.57,0.03,0.72
(svm_rf_mlp)_w_opt,wine,True,True,0.61,0.42,0.34,0.35,0.57,0.03,4.34
(svm_rf_mlp)_opt,wine,False,True,0.66,0.38,0.37,0.37,0.57,0.04,2.20
(svm_rf_mlp)_w,wine,True,False,0.61,0.42,0.32,0.32,0.57,0.03,2.43
(svm_rf_mlp),wine,False,False,0.62,0.38,0.32,0.32,0.58,0.04,0.96
(knn_mnb_rf)_w_opt,wine,True,True,0.69,0.51,0.36,0.38,0.57,0.03,2.01
(knn_mnb_rf)_opt,wine,False,True,0.66,0.32,0.32,0.32,0.57,0.03,1.44
(knn_mnb_rf)_w,wine,True,False,0.63,0.48,0.35,0.38,0.57,0.03,0.36
(knn_mnb_rf),wine,False,False,0.60,0.29,0.27,0.28,0.56,0.03,0.28
(knn_mnb_mlp)_w_opt,wine,True,True,0.62,0.35,0.28,0.29,0.57,0.04,1.99
(knn_mnb_mlp)_opt,wine,False,True,0.60,0.32,0.28,0.29,0.57,0.04,0.77
(knn_mnb_mlp)_w,wine,True,False,0.59,0.28,0.27,0.26,0.57,0.03,1.88
(knn_mnb_mlp),wine,False,False,0.61,0.31,0.28,0.28,0.57,0.04,0.79
(knn_rf_mlp)_w_opt,wine,True,True,0.67,0.34,0.34,0.34,0.57,0.04,3.87
(knn_rf_mlp)_opt,wine,False,True,0.69,0.34,0.33,0.33,0.57,0.03,1.98
(knn_rf_mlp)_w,wine,True,False,0.65,0.34,0.31,0.32,0.58,0.04,1.99
(knn_rf_mlp),wine,False,False,0.61,0.32,0.30,0.30,0.57,0.04,0.90
(mnb_rf_mlp)_w_opt,wine,True,True,0.62,0.33,0.28,0.29,0.58,0.05,3.80
(mnb_rf_mlp)_opt,wine,False,True,0.63,0.35,0.31,0.31,0.57,0.03,2.02
(mnb_rf_mlp)_w,wine,True,False,0.62,0.36,0.33,0.32,0.57,0.03,1.99
(mnb_rf_mlp),wine,False,False,0.59,0.31,0.26,0.26,0.56,0.04,0.87
(svm_knn_mnb_rf_mlp)_w_opt,wine,True,True,0.66,0.31,0.31,0.31,0.57,0.03,4.11
(svm_knn_mnb_rf_mlp)_opt,wine,False,True,0.63,0.47,0.42,0.43,0.58,0.03,2.15
(svm_knn_mnb_rf_mlp)_w,wine,True,False,0.63,0.32,0.28,0.27,0.57,0.03,2.37
(svm_knn_mnb_rf_mlp),wine,False,False,0.57,0.26,0.24,0.23,0.58,0.03,1.04
(svm)_opt,congress,False,True,0.98,0.97,0.98,0.98,0.94,0.02,0.01
(svm),congress,False,False,0.95,0.95,0.95,0.95,0.94,0.03,0.01
(knn)_opt,congress,False,True,0.98,0.97,0.98,0.98,0.94,0.03,0.02
(knn),congress,False,False,0.93,0.91,0.95,0.92,0.94,0.03,0.02
(mnb)_opt,congress,False,True,0.86,0.86,0.88,0.86,0.94,0.02,0.01
(mnb),congress,False,False,0.91,0.90,0.92,0.90,0.94,0.03,0.01
(rf)_opt,congress,False,True,0.98,0.98,0.97,0.98,0.95,0.03,0.24
(rf),congress,False,False,0.91,0.86,0.94,0.89,0.95,0.02,0.03
(mlp)_opt,congress,False,True,0.95,0.95,0.95,0.95,0.94,0.03,0.12
(mlp),congress,False,False,0.93,0.94,0.93,0.93,0.94,0.02,0.12
(svm_knn_mnb)_w_opt,congress,True,True,0.93,0.93,0.93,0.93,0.94,0.03,0.03
(svm_knn_mnb)_opt,congress,False,True,0.93,0.91,0.95,0.92,0.94,0.02,0.02
(svm_knn_mnb)_w,congress,True,False,0.95,0.95,0.96,0.95,0.94,0.02,0.03
(svm_knn_mnb),congress,False,False,0.93,0.93,0.93,0.93,0.94,0.03,0.02
(svm_knn_rf)_w_opt,congress,True,True,0.95,0.95,0.96,0.95,0.94,0.03,0.46
(svm_knn_rf)_opt,congress,False,True,0.98,0.97,0.98,0.98,0.94,0.03,0.23
(svm_knn_rf)_w,congress,True,False,0.98,0.97,0.98,0.98,0.95,0.03,0.08
(svm_knn_rf),congress,False,False,0.98,0.98,0.97,0.98,0.94,0.02,0.05
(svm_knn_mlp)_w_opt,congress,True,True,0.91,0.90,0.90,0.90,0.94,0.03,0.42
(svm_knn_mlp)_opt,congress,False,True,0.91,0.86,0.94,0.89,0.94,0.03,0.14
(svm_knn_mlp)_w,congress,True,False,0.98,0.96,0.98,0.97,0.95,0.02,0.46
(svm_knn_mlp),congress,False,False,0.93,0.93,0.94,0.93,0.95,0.02,0.14
(svm_mnb_rf)_w_opt,congress,True,True,0.95,0.95,0.96,0.95,0.94,0.03,0.45
(svm_mnb_rf)_opt,congress,False,True,0.95,0.96,0.95,0.95,0.94,0.02,0.24
(svm_mnb_rf)_w,congress,True,False,0.98,0.98,0.97,0.97,0.94,0.02,0.07
(svm_mnb_rf),congress,False,False,0.95,0.94,0.97,0.95,0.94,0.03,0.04
(svm_mnb_mlp)_w_opt,congress,True,True,0.95,0.94,0.96,0.95,0.94,0.03,0.40
(svm_mnb_mlp)_opt,congress,False,True,0.91,0.90,0.90,0.90,0.94,0.03,0.13
(svm_mnb_mlp)_w,congress,True,False,0.95,0.94,0.94,0.94,0.94,0.03,0.41
(svm_mnb_mlp),congress,False,False,0.93,0.93,0.92,0.93,0.95,0.02,0.12
(svm_rf_mlp)_w_opt,congress,True,True,1.00,1.00,1.00,1.00,0.94,0.03,0.85
(svm_rf_mlp)_opt,congress,False,True,0.95,0.95,0.95,0.95,0.94,0.02,0.34
(svm_rf_mlp)_w,congress,True,False,0.98,0.98,0.97,0.98,0.95,0.03,0.47
(svm_rf_mlp),congress,False,False,0.98,0.97,0.98,0.98,0.94,0.03,0.15
(knn_mnb_rf)_w_opt,congress,True,True,0.93,0.92,0.93,0.93,0.94,0.03,0.47
(knn_mnb_rf)_opt,congress,False,True,0.93,0.92,0.93,0.93,0.94,0.03,0.24
(knn_mnb_rf)_w,congress,True,False,0.91,0.91,0.91,0.91,0.95,0.02,0.08
(knn_mnb_rf),congress,False,False,0.93,0.92,0.93,0.92,0.94,0.03,0.05
(knn_mnb_mlp)_w_opt,congress,True,True,0.89,0.87,0.88,0.88,0.94,0.03,0.42
(knn_mnb_mlp)_opt,congress,False,True,0.86,0.86,0.86,0.86,0.94,0.03,0.13
(knn_mnb_mlp)_w,congress,True,False,0.91,0.90,0.90,0.90,0.94,0.03,0.41
(knn_mnb_mlp),congress,False,False,0.91,0.88,0.91,0.90,0.94,0.03,0.13
(knn_rf_mlp)_w_opt,congress,True,True,0.93,0.91,0.95,0.92,0.94,0.03,0.85
(knn_rf_mlp)_opt,congress,False,True,0.95,0.95,0.95,0.95,0.94,0.03,0.35
(knn_rf_mlp)_w,congress,True,False,0.98,0.98,0.97,0.98,0.95,0.02,0.46
(knn_rf_mlp),congress,False,False,1.00,1.00,1.00,1.00,0.94,0.03,0.17
(mnb_rf_mlp)_w_opt,congress,True,True,0.98,0.96,0.98,0.97,0.94,0.03,0.84
(mnb_rf_mlp)_opt,congress,False,True,0.98,0.98,0.97,0.98,0.94,0.03,0.34
(mnb_rf_mlp)_w,congress,True,False,0.95,0.97,0.94,0.95,0.94,0.03,0.46
(mnb_rf_mlp),congress,False,False,0.95,0.96,0.95,0.95,0.94,0.03,0.16
(svm_knn_mnb_rf_mlp)_w_opt,congress,True,True,1.00,1.00,1.00,1.00,0.94,0.03,0.89
(svm_knn_mnb_rf_mlp)_opt,congress,False,True,0.95,0.95,0.95,0.95,0.94,0.03,0.36
(svm_knn_mnb_rf_mlp)_w,congress,True,False,0.95,0.95,0.95,0.95,0.95,0.03,0.49
(svm_knn_mnb_rf_mlp),congress,False,False,0.93,0.93,0.93,0.93,0.95,0.03,0.18
(svm)_opt,covertype,False,True,0.75,0.57,0.54,0.55,0.69,0.01,0.23
(svm),covertype,False,False,0.60,0.23,0.24,0.23,0.70,0.01,0.23
(knn)_opt,covertype,False,True,0.70,0.67,0.60,0.62,0.70,0.01,0.15
(knn),covertype,False,False,0.68,0.41,0.39,0.40,0.69,0.01,0.14
(mnb)_opt,covertype,False,True,0.64,0.37,0.39,0.36,0.69,0.01,0.03
(mnb),covertype,False,False,0.62,0.32,0.33,0.32,0.69,0.01,0.03
(rf)_opt,covertype,False,True,0.72,0.62,0.44,0.49,0.69,0.02,1.76
(rf),covertype,False,False,0.76,0.72,0.53,0.56,0.69,0.01,0.28
(mlp)_opt,covertype,False,True,0.74,0.47,0.50,0.49,0.69,0.00,1.10
(mlp),covertype,False,False,0.76,0.68,0.60,0.54,0.69,0.00,0.89
(svm_knn_mnb)_w_opt,covertype,True,True,0.72,0.58,0.43,0.46,0.70,0.01,0.73
(svm_knn_mnb)_opt,covertype,False,True,0.71,0.38,0.40,0.39,0.69,0.01,0.36
(svm_knn_mnb)_w,covertype,True,False,0.65,0.38,0.34,0.34,0.69,0.01,0.77
(svm_knn_mnb),covertype,False,False,0.62,0.36,0.32,0.30,0.70,0.01,0.47
(svm_knn_rf)_w_opt,covertype,True,True,0.76,0.59,0.52,0.54,0.69,0.01,2.86
(svm_knn_rf)_opt,covertype,False,True,0.78,0.52,0.45,0.47,0.70,0.01,1.94
(svm_knn_rf)_w,covertype,True,False,0.70,0.54,0.50,0.51,0.69,0.01,1.05
(svm_knn_rf),covertype,False,False,0.71,0.46,0.41,0.42,0.69,0.00,0.57
(svm_knn_mlp)_w_opt,covertype,True,True,0.75,0.67,0.47,0.50,0.70,0.01,3.64
(svm_knn_mlp)_opt,covertype,False,True,0.74,0.58,0.46,0.46,0.70,0.00,1.15
(svm_knn_mlp)_w,covertype,True,False,0.72,0.59,0.43,0.47,0.70,0.01,3.76
(svm_knn_mlp),covertype,False,False,0.72,0.40,0.43,0.41,0.70,0.01,1.54
(svm_mnb_rf)_w_opt,covertype,True,True,0.78,0.72,0.57,0.62,0.69,0.01,2.74
(svm_mnb_rf)_opt,covertype,False,True,0.74,0.74,0.47,0.51,0.70,0.01,1.87
(svm_mnb_rf)_w,covertype,True,False,0.66,0.53,0.39,0.38,0.70,0.01,0.86
(svm_mnb_rf),covertype,False,False,0.63,0.41,0.30,0.29,0.69,0.02,0.47
(svm_mnb_mlp)_w_opt,covertype,True,True,0.78,0.47,0.45,0.46,0.69,0.01,3.25
(svm_mnb_mlp)_opt,covertype,False,True,0.70,0.40,0.39,0.40,0.69,0.00,1.31
(svm_mnb_mlp)_w,covertype,True,False,0.62,0.36,0.35,0.34,0.70,0.01,3.70
(svm_mnb_mlp),covertype,False,False,0.64,0.37,0.39,0.37,0.69,0.01,1.34
(svm_rf_mlp)_w_opt,covertype,True,True,0.72,0.45,0.40,0.41,0.70,0.01,6.31
(svm_rf_mlp)_opt,covertype,False,True,0.73,0.49,0.42,0.43,0.69,0.01,2.78
(svm_rf_mlp)_w,covertype,True,False,0.70,0.58,0.42,0.44,0.69,0.01,3.87
(svm_rf_mlp),covertype,False,False,0.68,0.42,0.38,0.38,0.69,0.01,1.51
(knn_mnb_rf)_w_opt,covertype,True,True,0.75,0.63,0.53,0.56,0.70,0.01,2.41
(knn_mnb_rf)_opt,covertype,False,True,0.70,0.62,0.46,0.48,0.70,0.00,1.78
(knn_mnb_rf)_w,covertype,True,False,0.70,0.73,0.54,0.57,0.69,0.00,0.53
(knn_mnb_rf),covertype,False,False,0.70,0.48,0.41,0.41,0.69,0.01,0.38
(knn_mnb_mlp)_w_opt,covertype,True,True,0.72,0.67,0.48,0.52,0.70,0.01,3.64
(knn_mnb_mlp)_opt,covertype,False,True,0.70,0.53,0.41,0.42,0.69,0.01,0.90
(knn_mnb_mlp)_w,covertype,True,False,0.68,0.53,0.43,0.45,0.70,0.01,3.55
(knn_mnb_mlp),covertype,False,False,0.71,0.47,0.42,0.41,0.69,0.01,0.67
(knn_rf_mlp)_w_opt,covertype,True,True,0.77,0.50,0.46,0.48,0.69,0.01,5.84
(knn_rf_mlp)_opt,covertype,False,True,0.77,0.50,0.47,0.48,0.69,0.01,2.79
(knn_rf_mlp)_w,covertype,True,False,0.74,0.52,0.48,0.49,0.70,0.01,3.10
(knn_rf_mlp),covertype,False,False,0.70,0.54,0.45,0.45,0.70,0.01,1.29
(mnb_rf_mlp)_w_opt,covertype,True,True,0.74,0.63,0.54,0.57,0.69,0.01,5.16
(mnb_rf_mlp)_opt,covertype,False,True,0.69,0.48,0.46,0.45,0.70,0.00,2.44
(mnb_rf_mlp)_w,covertype,True,False,0.72,0.41,0.37,0.38,0.70,0.01,3.48
(mnb_rf_mlp),covertype,False,False,0.73,0.41,0.44,0.41,0.69,0.01,0.95
(svm_knn_mnb_rf_mlp)_w_opt,covertype,True,True,0.73,0.44,0.43,0.43,0.70,0.01,5.97
(svm_knn_mnb_rf_mlp)_opt,covertype,False,True,0.72,0.60,0.44,0.46,0.70,0.01,2.99
(svm_knn_mnb_rf_mlp)_w,covertype,True,False,0.68,0.41,0.39,0.38,0.70,0.01,4.65
(svm_knn_mnb_rf_mlp),covertype,False,False,0.71,0.54,0.43,0.43,0.70,0.01,1.38
(svm)_opt,kidney,False,True,0.97,0.97,0.98,0.97,0.97,0.03,0.01
(svm),kidney,False,False,0.94,0.92,0.95,0.93,0.97,0.03,0.01
(knn)_opt,kidney,False,True,0.99,0.98,0.99,0.99,0.97,0.03,0.03
(knn),kidney,False,False,0.96,0.96,0.97,0.96,0.97,0.03,0.03
(mnb)_opt,kidney,False,True,0.95,0.93,0.96,0.94,0.97,0.03,0.01
(mnb),kidney,False,False,0.94,0.94,0.94,0.94,0.97,0.03,0.01
(rf)_opt,kidney,False,True,1.00,1.00,1.00,1.00,0.97,0.03,0.35
(rf),kidney,False,False,0.99,0.98,0.99,0.99,0.97,0.03,0.05
(mlp)_opt,kidney,False,True,0.99,0.98,0.99,0.99,0.97,0.03,0.21
(mlp),kidney,False,False,0.97,0.97,0.98,0.97,0.97,0.03,0.21
(svm_knn_mnb)_w_opt,kidney,True,True,1.00,1.00,1.00,1.00,0.97,0.03,0.05
(svm_knn_mnb)_opt,kidney,False,True,0.99,0.98,0.99,0.99,0.97,0.03,0.03
(svm_knn_mnb)_w,kidney,True,False,0.96,0.95,0.97,0.96,0.97,0.03,0.05
(svm_knn_mnb),kidney,False,False,0.95,0.94,0.96,0.95,0.97,0.03,0.03
(svm_knn_rf)_w_opt,kidney,True,True,1.00,1.00,1.00,1.00,0.97,0.03,0.62
(svm_knn_rf)_opt,kidney,False,True,1.00,1.00,1.00,1.00,0.97,0.03,0.38
(svm_knn_rf)_w,kidney,True,False,0.99,0.98,0.99,0.99,0.97,0.03,0.12
(svm_knn_rf),kidney,False,False,0.97,0.97,0.98,0.97,0.97,0.03,0.08
(svm_knn_mlp)_w_opt,kidney,True,True,0.97,0.97,0.98,0.97,0.97,0.03,0.58
(svm_knn_mlp)_opt,kidney,False,True,0.96,0.96,0.97,0.96,0.97,0.03,0.23
(svm_knn_mlp)_w,kidney,True,False,0.99,0.98,0.99,0.99,0.96,0.03,0.65
(svm_knn_mlp),kidney,False,False,0.96,0.96,0.97,0.96,0.97,0.03,0.23
(svm_mnb_rf)_w_opt,kidney,True,True,1.00,1.00,1.00,1.00,0.97,0.03,0.60
(svm_mnb_rf)_opt,kidney,False,True,0.99,0.98,0.99,0.98,0.97,0.03,0.36
(svm_mnb_rf)_w,kidney,True,False,0.97,0.97,0.98,0.97,0.97,0.03,0.10
(svm_mnb_rf),kidney,False,False,0.95,0.93,0.96,0.94,0.97,0.03,0.06
(svm_mnb_mlp)_w_opt,kidney,True,True,0.99,0.98,0.99,0.99,0.97,0.03,0.58
(svm_mnb_mlp)_opt,kidney,False,True,0.99,0.98,0.99,0.99,0.97,0.03,0.21
(svm_mnb_mlp)_w,kidney,True,False,0.94,0.92,0.95,0.93,0.96,0.03,0.52
(svm_mnb_mlp),kidney,False,False,0.99,0.98,0.99,0.99,0.96,0.03,0.21
(svm_rf_mlp)_w_opt,kidney,True,True,0.96,0.96,0.97,0.96,0.97,0.03,1.22
(svm_rf_mlp)_opt,kidney,False,True,1.00,1.00,1.00,1.00,0.97,0.03,0.56
(svm_rf_mlp)_w,kidney,True,False,1.00,1.00,1.00,1.00,0.97,0.03,0.72
(svm_rf_mlp),kidney,False,False,1.00,1.00,1.00,1.00,0.97,0.03,0.26
(knn_mnb_rf)_w_opt,kidney,True,True,0.97,0.97,0.98,0.97,0.97,0.03,0.62
(knn_mnb_rf)_opt,kidney,False,True,0.97,0.96,0.98,0.97,0.97,0.03,0.38
(knn_mnb_rf)_w,kidney,True,False,0.97,0.97,0.98,0.97,0.97,0.03,0.11
(knn_mnb_rf),kidney,False,False,0.99,0.98,0.99,0.99,0.97,0.03,0.07
(knn_mnb_mlp)_w_opt,kidney,True,True,1.00,1.00,1.00,1.00,0.97,0.03,0.56
(knn_mnb_mlp)_opt,kidney,False,True,0.99,0.98,0.99,0.99,0.97,0.03,0.23
(knn_mnb_mlp)_w,kidney,True,False,0.97,0.97,0.98,0.97,0.97,0.03,0.58
(knn_mnb_mlp),kidney,False,False,0.99,0.98,0.99,0.99,0.97,0.03,0.24
(knn_rf_mlp)_w_opt,kidney,True,True,0.99,0.98,0.99,0.98,0.97,0.03,1.34
(knn_rf_mlp)_opt,kidney,False,True,0.97,0.96,0.98,0.97,0.97,0.03,0.58
(knn_rf_mlp)_w,kidney,True,False,0.96,0.96,0.97,0.96,0.97,0.03,0.67
(knn_rf_mlp),kidney,False,False,1.00,1.00,1.00,1.00,0.97,0.03,0.28
(mnb_rf_mlp)_w_opt,kidney,True,True,1.00,1.00,1.00,1.00,0.97,0.03,1.08
(mnb_rf_mlp)_opt,kidney,False,True,0.99,0.99,0.99,0.99,0.97,0.03,0.55
